leading_item_id,following_item_id,value
VBYCLTYZ,ZGJXVMNI,2474277
JERHKLYW,QKXNTIIB,1609718
LSOIUSXD,ZKENOUDA,504603
RAWUKQMJ,NZKBIBNU,381494
KAGJCHMR,FQCLOEXA,2129153
FQCLOEXA,KEUWZRKO,478148
RJCAXSGH,UQYUIVVR,7142112
KFQSHBNH,UQYUIVVR,7145450
UIFPPCLR,HXYSSRXE,4867753
VUAFAIYJ,ZXERAXWP,166433
LSOIUSXD,XIPPENFQ,260669
LRVGFDFM,ROACSLMG,2245885
OXKURKXR,ZKENOUDA,504518
BUZIIBYG,DJBLNPNC,106853
CCLHWFWF,WHPUAOID,102590
UXSPKBJR,SAHWCZNH,1824172
PLMZALFA,QKXNTIIB,1609726
ZGJXVMNI,RAWUKQMJ,3839867
ZGJXVMNI,NZKBIBNU,381956
LRVGFDFM,VUAFAIYJ,828640
RJGPVEXX,UQYUIVVR,7146751
FQCLOEXA,TANNMIMB,135445
WBLJNPZQ,FQCLOEXA,2128985
ROACSLMG,SNHYOVBM,362455
DBWLZWNK,UXSPKBJR,611741
APQGTRMF,OXKURKXR,232226
AANGBULD,UIFPPCLR,237822
ZKENOUDA,GKQIJYDH,7677420
OXKURKXR,WBLJNPZQ,294515
FRHNWLNI,VBYCLTYZ,625545
FDXPMYGF,WPQXWHYO,11582623
OKMBFVKS,BEZYMBBT,3121500
ZGJXVMNI,WBLJNPZQ,290696
RCBZUSIM,HXYSSRXE,4867758
BJALXPFS,KEUWZRKO,480300
NAQIHUKZ,KAGJCHMR,146569
ZKENOUDA,RJGPVEXX,781239
BJALXPFS,RCBZUSIM,145527
SNHYOVBM,DBWLZWNK,288197
HXYSSRXE,JBVHSUWY,484690
GYHKIVQT,KEUWZRKO,438612
OXKURKXR,RJCAXSGH,4640774
UIFPPCLR,QVLMOEYE,1086210
MBSBZBXA,JERHKLYW,147040
WHPUAOID,FDXPMYGF,140564
SUOYXCHP,QSDCUCLB,137844
KFQSHBNH,BEZYMBBT,3110572
FTSVTTSR,TGOELCAG,357191
UIFPPCLR,WQMVCOEM,142552
HXYSSRXE,RAWUKQMJ,3832297
APQGTRMF,ANWUJOKX,138188
VUAFAIYJ,UIFPPCLR,237506
SDWAYPIK,KFQSHBNH,10058303
XUOIQPFL,UIFPPCLR,231536
LTOYKIML,OXKURKXR,231720
FTSVTTSR,MBSBZBXA,4796606
DEWLVASR,BEZYMBBT,3123306
QRKRBYJL,DEWLVASR,561566
OGAFEHLU,RJGPVEXX,781946
BJALXPFS,QVLMOEYE,1085967
LLHREMKS,KAGJCHMR,146494
WBLJNPZQ,XIFHSOWQ,187851
OXKURKXR,UGEQLMXM,323909
EVBVXETX,MIRCVAMV,185986
VUAFAIYJ,WHPUAOID,167622
VMAQSTJE,WPQXWHYO,11582603
JPBRUTWP,OXKURKXR,222761
FCYBOAXC,FWUCPMMW,0
RAWUKQMJ,GYHKIVQT,19261149
BEZYMBBT,KJNSOAHR,14336000
JSLXRQOK,RJCAXSGH,4640754
GYHKIVQT,OKMBFVKS,1997372
DNMPSKTB,DBWLZWNK,280946
ZCELVYQU,MBSBZBXA,4795804
OKMBFVKS,UIFPPCLR,235344
IGDVVKUD,LRVGFDFM,2975150
OKMBFVKS,IGDVVKUD,149952
RAWUKQMJ,FDXPMYGF,135286
XIFHSOWQ,AXULOHBQ,189967
BEZYMBBT,RCBZUSIM,137440
OKMBFVKS,JPBRUTWP,5692826
ANWUJOKX,DUCMGGNW,852250
LPHPPJUG,VMAQSTJE,160945
BEZYMBBT,ZKENOUDA,496421
LSOIUSXD,KJNSOAHR,14340730
RJGPVEXX,LUENUFGA,3516423
JBVHSUWY,LLHREMKS,181502
HCDTGMST,RCBZUSIM,145522
WQMVCOEM,AXULOHBQ,189781
VUAFAIYJ,ZCELVYQU,323152
SAAYMURU,STZDBITS,22043610
DDEXPPXU,NZKBIBNU,386764
BLANHGYY,FITUEHWN,207482
LPHPPJUG,AHMDUILJ,228246
RJCAXSGH,BEZYMBBT,3116000
APQGTRMF,ZGJXVMNI,2474728
ATLDMDBO,OKMBFVKS,1974640
JSLXRQOK,SAAYMURU,165953
LLHREMKS,QKXNTIIB,1609694
JERHKLYW,DBWLZWNK,289989
KFQSHBNH,XIIEJNEE,164795
DNMPSKTB,RJCAXSGH,4632959
APQGTRMF,SDWAYPIK,5832067
ELQGMQWE,KEUWZRKO,479820
RJGPVEXX,VUAFAIYJ,829087
JPBRUTWP,OGAFEHLU,128721
QVLMOEYE,BEZYMBBT,3122497
SDWAYPIK,RJGPVEXX,773660
GKQIJYDH,YSYHGLQK,55197
BEZYMBBT,JPBRUTWP,5687547
DBWLZWNK,ANWUJOKX,138086
BEZYMBBT,ATLDMDBO,43508814
ZCELVYQU,LSOIUSXD,364036
PYZMVUWD,DDEXPPXU,151503
ANWUJOKX,SDWAYPIK,5832100
SDWAYPIK,LSOIUSXD,359325
DBWLZWNK,ELQGMQWE,818884
GKQIJYDH,XMKRPGLB,1101948
JPBRUTWP,FDXPMYGF,133306
SUOYXCHP,WPQXWHYO,11582639
LSOIUSXD,QVLMOEYE,1086107
UQYUIVVR,OGAFEHLU,135201
ANWUJOKX,GMBFCMIU,138192
GMBFCMIU,VWMBASNE,234135
AHMDUILJ,APQGTRMF,171996
QVLMOEYE,FQCLOEXA,2127731
QVLMOEYE,BSRMSVTC,468555
FRHNWLNI,HXYSSRXE,4865803
OKMBFVKS,FRHNWLNI,923492
BUZIIBYG,ANWUJOKX,116549
DNMPSKTB,XIFHSOWQ,180311
XIIEJNEE,DBWLZWNK,290026
LPHPPJUG,LUENUFGA,3515863
GMBFCMIU,EVBVXETX,4935192
DBWLZWNK,JPBRUTWP,5695941
UGEQLMXM,ZGJXVMNI,2474504
VUAFAIYJ,XIPPENFQ,260542
FDXPMYGF,DUCMGGNW,852244
LUENUFGA,RAWUKQMJ,3839021
EVBVXETX,NZKBIBNU,378130
QRKRBYJL,AANGBULD,586895
EVBVXETX,BJALXPFS,282622
KEUWZRKO,UIFPPCLR,237028
LLHREMKS,KJNSOAHR,14340144
XUOIQPFL,BEZYMBBT,3118466
BTMOEMEP,QSDCUCLB,125500
AXULOHBQ,ZGJXVMNI,2474555
OKMBFVKS,QVLMOEYE,1083747
OKMBFVKS,ATLDMDBO,43514532
UGEQLMXM,DUCMGGNW,852020
BEZYMBBT,RAWUKQMJ,3836162
DJBLNPNC,MBSBZBXA,4796852
TANNMIMB,WPQXWHYO,11582639
UXSPKBJR,KEUWZRKO,479979
TGOELCAG,XMKRPGLB,1169940
ROACSLMG,TGOELCAG,354092
DEWLVASR,RAWUKQMJ,3841760
LPHPPJUG,OGAFEHLU,136401
VWMBASNE,GIKPEWTY,138057
ROACSLMG,XMKRPGLB,1166588
RJGPVEXX,FITUEHWN,206698
DEWLVASR,JPBRUTWP,5695665
RCBZUSIM,BLANHGYY,186162
AXULOHBQ,HCDTGMST,175702
AHMDUILJ,WPQXWHYO,11582387
BJALXPFS,PLMZALFA,137892
UQYUIVVR,ZKENOUDA,502182
WBLJNPZQ,RAWUKQMJ,3841935
KEUWZRKO,RJGPVEXX,781332
KJNSOAHR,VBYCLTYZ,613550
VUAFAIYJ,LLHREMKS,181716
RJGPVEXX,SAHWCZNH,1823924
AXULOHBQ,XUOIQPFL,2210765
VMAQSTJE,OGAFEHLU,138156
BEZYMBBT,SDWAYPIK,5824609
LLHREMKS,RJCAXSGH,4640741
RAWUKQMJ,EVBVXETX,4929899
OKMBFVKS,DJBLNPNC,136754
SAAYMURU,XIIEJNEE,178227
ZKENOUDA,QVLMOEYE,1085738
WBLJNPZQ,MIRCVAMV,194431
FQCLOEXA,ZCELVYQU,320762
HCDTGMST,PLMZALFA,138058
XUOIQPFL,LPHPPJUG,1303217
RAWUKQMJ,UGEQLMXM,319158
QJQJSWFU,HCDTGMST,175799
ZKENOUDA,FQCLOEXA,2128461
NZKBIBNU,DEWLVASR,562338
LTOYKIML,VUAFAIYJ,829298
LLHREMKS,VBYCLTYZ,626765
JSLXRQOK,STZDBITS,22043632
VBYCLTYZ,ZKENOUDA,503993
CCLHWFWF,VBYCLTYZ,561483
RCBZUSIM,ANWUJOKX,138191
QKXNTIIB,TGOELCAG,355927
XIFHSOWQ,FCYBOAXC,105454968
GYHKIVQT,BSRMSVTC,438295
FRHNWLNI,BLANHGYY,183829
APQGTRMF,FDXPMYGF,140578
GIKPEWTY,HCDTGMST,175842
GYHKIVQT,ATLDMDBO,43505502
GYHKIVQT,VWMBASNE,210298
FDXPMYGF,JPBRUTWP,5696242
NZKBIBNU,ELQGMQWE,818777
LSOIUSXD,KFQSHBNH,10064824
XIPPENFQ,FCYBOAXC,105454773
DEWLVASR,OGAFEHLU,137537
IGDVVKUD,BLANHGYY,186131
UGEQLMXM,ROACSLMG,2275979
HCDTGMST,FRHNWLNI,925953
RCBZUSIM,BTMOEMEP,14634267
GIKPEWTY,VMAQSTJE,162730
JPBRUTWP,UGEQLMXM,314656
PYZMVUWD,KJNSOAHR,14340889
LUENUFGA,SAHWCZNH,1819610
XMKRPGLB,BSRMSVTC,466876
ZGJXVMNI,DDEXPPXU,146643
KJNSOAHR,RCBZUSIM,129195
DNMPSKTB,KJNSOAHR,14333023
OXKURKXR,GIKPEWTY,138051
RJCAXSGH,ZCELVYQU,316403
UXSPKBJR,NZKBIBNU,385749
FWUCPMMW,WBLJNPZQ,294541
JBVHSUWY,SUOYXCHP,137815
QVLMOEYE,ELQGMQWE,817729
PYZMVUWD,VWMBASNE,234088
XIIEJNEE,VWMBASNE,234134
TANNMIMB,QJQJSWFU,253297
JERHKLYW,BEZYMBBT,3123997
TANNMIMB,JBVHSUWY,494953
ZCELVYQU,WBLJNPZQ,293508
UXSPKBJR,OJIFIHMZ,3058129
UQYUIVVR,HCDTGMST,172851
JPBRUTWP,TANNMIMB,128721
JBVHSUWY,ZKENOUDA,504570
XIFHSOWQ,FRHNWLNI,926045
WBLJNPZQ,OKMBFVKS,2021374
ZKENOUDA,ELQGMQWE,818596
JSLXRQOK,ANWUJOKX,138175
WBLJNPZQ,UIFPPCLR,237546
SAHWCZNH,MIRCVAMV,192742
ANWUJOKX,BSRMSVTC,469995
RJGPVEXX,VWMBASNE,233103
DUCMGGNW,RJGPVEXX,780389
WQMVCOEM,FDXPMYGF,140374
AANGBULD,DNMPSKTB,4928722
AHMDUILJ,RAWUKQMJ,3841876
ATLDMDBO,FQCLOEXA,2026075
AXULOHBQ,HXYSSRXE,4867634
AHMDUILJ,XIIEJNEE,178038
QJQJSWFU,ANWUJOKX,137969
RCBZUSIM,OXKURKXR,232223
LSOIUSXD,GYHKIVQT,19265818
AXULOHBQ,ZKENOUDA,504609
ZGJXVMNI,VBYCLTYZ,625248
RUVXNNVA,MBSBZBXA,4796852
UIFPPCLR,DEWLVASR,562635
RCBZUSIM,JPBRUTWP,5696221
SAHWCZNH,JSLXRQOK,146776
ATLDMDBO,UXSPKBJR,552639
HCDTGMST,ATLDMDBO,43516917
JBVHSUWY,BEZYMBBT,3123734
VMAQSTJE,OJIFIHMZ,3058625
GYHKIVQT,OGAFEHLU,96204
OJIFIHMZ,JERHKLYW,144777
GMBFCMIU,QVLMOEYE,1086266
OKMBFVKS,FCYBOAXC,105451521
FQCLOEXA,ZKENOUDA,502296
HCDTGMST,AHMDUILJ,230346
KJNSOAHR,QSDCUCLB,121306
BTMOEMEP,BLANHGYY,166709
PYZMVUWD,MIRCVAMV,194652
ZKENOUDA,NAQIHUKZ,137412
RCBZUSIM,YSYHGLQK,144461
NZKBIBNU,DUCMGGNW,851710
BLANHGYY,BJALXPFS,289960
ELQGMQWE,FITUEHWN,206728
WPQXWHYO,KFQSHBNH,10043969
QJQJSWFU,OKMBFVKS,2021404
DUCMGGNW,UXSPKBJR,608277
VMAQSTJE,LUENUFGA,3517533
UXSPKBJR,GMBFCMIU,137571
ROACSLMG,BEZYMBBT,3121002
ZGJXVMNI,BEZYMBBT,3119160
TGOELCAG,LLHREMKS,181018
QVLMOEYE,VWMBASNE,232681
ROACSLMG,DJBLNPNC,136367
OXKURKXR,RAWUKQMJ,3841982
LPHPPJUG,DJBLNPNC,137995
WBLJNPZQ,DBWLZWNK,289710
HXYSSRXE,ATLDMDBO,43507220
ROACSLMG,QRKRBYJL,2304558
VUAFAIYJ,UGEQLMXM,324056
NAQIHUKZ,TGOELCAG,357398
NZKBIBNU,XIPPENFQ,260638
KJNSOAHR,UGEQLMXM,307236
KJNSOAHR,GKQIJYDH,7664240
HXYSSRXE,SUOYXCHP,130105
WPQXWHYO,KJNSOAHR,14320962
RJGPVEXX,JBVHSUWY,494169
GIKPEWTY,OGAFEHLU,138192
SUOYXCHP,KEUWZRKO,480599
ZXERAXWP,FITUEHWN,207461
WBLJNPZQ,QVLMOEYE,1085949
DBWLZWNK,JBVHSUWY,494537
ROACSLMG,VBYCLTYZ,624282
AXULOHBQ,DNMPSKTB,4928590
FCYBOAXC,FRHNWLNI,745631
KFQSHBNH,APQGTRMF,158253
EVBVXETX,FQCLOEXA,2120514
LTOYKIML,ZCELVYQU,322796
VBYCLTYZ,OXKURKXR,231865
WQMVCOEM,HXYSSRXE,4867482
YSYHGLQK,HCDTGMST,175842
QKXNTIIB,BLANHGYY,178804
DEWLVASR,XUOIQPFL,2209766
AANGBULD,SDWAYPIK,5832059
BSRMSVTC,JBVHSUWY,494749
STZDBITS,LTOYKIML,469854
KAGJCHMR,JERHKLYW,151186
AANGBULD,GYHKIVQT,19266007
ZGJXVMNI,LPHPPJUG,1303383
JPBRUTWP,KJNSOAHR,14333616
GIKPEWTY,ROACSLMG,2276121
ZGJXVMNI,VUAFAIYJ,824107
FTSVTTSR,KAGJCHMR,146386
ELQGMQWE,NAQIHUKZ,137438
ZGJXVMNI,KEUWZRKO,475935
FCYBOAXC,PLMZALFA,0
ROACSLMG,XUOIQPFL,2207670
ZKENOUDA,VUAFAIYJ,829100
EVBVXETX,ZCELVYQU,315509
KJNSOAHR,FCYBOAXC,105434698
XUOIQPFL,KJNSOAHR,14335863
TGOELCAG,XIFHSOWQ,187730
ANWUJOKX,PLMZALFA,138147
KFQSHBNH,DEWLVASR,548747
QRKRBYJL,WBLJNPZQ,286719
WBLJNPZQ,OXKURKXR,231916
OGAFEHLU,WBLJNPZQ,294556
WHPUAOID,OJIFIHMZ,3058725
JBVHSUWY,SAAYMURU,165684
KJNSOAHR,BTMOEMEP,14617810
LSOIUSXD,LRVGFDFM,2974932
WPQXWHYO,TANNMIMB,124277
OGAFEHLU,UQYUIVVR,7147950
RJGPVEXX,EVBVXETX,4934408
OXKURKXR,JPBRUTWP,5696026
FITUEHWN,RCBZUSIM,145503
AXULOHBQ,OKMBFVKS,2021455
QSDCUCLB,DNMPSKTB,4928722
WPQXWHYO,RJCAXSGH,4619887
JSLXRQOK,BUZIIBYG,14526770
FITUEHWN,KJNSOAHR,14340754
RJCAXSGH,VBYCLTYZ,621639
KFQSHBNH,VBYCLTYZ,624977
APQGTRMF,DJBLNPNC,139728
FTSVTTSR,SNHYOVBM,365054
EVBVXETX,DNMPSKTB,4921376
DEWLVASR,ZGJXVMNI,2474155
FRHNWLNI,RCBZUSIM,143713
LSOIUSXD,UIFPPCLR,237789
JPBRUTWP,RJGPVEXX,773023
XIIEJNEE,UGEQLMXM,324126
BJALXPFS,LTOYKIML,556727
BTMOEMEP,FRHNWLNI,913411
NZKBIBNU,XIFHSOWQ,187737
DJBLNPNC,UXSPKBJR,612043
JBVHSUWY,VMAQSTJE,162003
UIFPPCLR,BEZYMBBT,3123947
UXSPKBJR,XIIEJNEE,177568
VMAQSTJE,RCBZUSIM,145641
AXULOHBQ,WBLJNPZQ,294423
ZGJXVMNI,UQYUIVVR,7143122
DBWLZWNK,LSOIUSXD,364424
UGEQLMXM,KJNSOAHR,14340735
NZKBIBNU,AANGBULD,589089
KAGJCHMR,RJGPVEXX,781764
DUCMGGNW,OGAFEHLU,136082
KJNSOAHR,LRVGFDFM,2954851
DEWLVASR,EVBVXETX,4934060
QVLMOEYE,WQMVCOEM,141170
BUZIIBYG,WPQXWHYO,11549711
OKMBFVKS,RCBZUSIM,142961
ELQGMQWE,XUOIQPFL,2209884
VMAQSTJE,EVBVXETX,4935067
BLANHGYY,UQYUIVVR,7147974
DNMPSKTB,WBLJNPZQ,284176
AANGBULD,KJNSOAHR,14340827
BEZYMBBT,RJGPVEXX,775372
FDXPMYGF,WBLJNPZQ,294550
WBLJNPZQ,BTMOEMEP,14634071
ATLDMDBO,BSRMSVTC,366899
BEZYMBBT,DNMPSKTB,4923833
HXYSSRXE,DEWLVASR,553436
NAQIHUKZ,DEWLVASR,562690
BUZIIBYG,ZXERAXWP,135484
FQCLOEXA,SNHYOVBM,362514
IGDVVKUD,FWUCPMMW,151879
MIRCVAMV,DBWLZWNK,290026
FTSVTTSR,KFQSHBNH,10064582
ELQGMQWE,JSLXRQOK,147351
FWUCPMMW,GIKPEWTY,138191
SAAYMURU,SUOYXCHP,138384
RJGPVEXX,UIFPPCLR,236632
SDWAYPIK,FITUEHWN,202195
APQGTRMF,FQCLOEXA,2129138
DBWLZWNK,DJBLNPNC,139397
UIFPPCLR,OKMBFVKS,2021455
SUOYXCHP,FCYBOAXC,105455007
SDWAYPIK,ELQGMQWE,810605
JSLXRQOK,QJQJSWFU,253280
OXKURKXR,ZGJXVMNI,2474693
DBWLZWNK,HXYSSRXE,4867351
QRKRBYJL,IGDVVKUD,148850
PYZMVUWD,UIFPPCLR,237863
AANGBULD,LSOIUSXD,365919
JPBRUTWP,RAWUKQMJ,3833173
BEZYMBBT,APQGTRMF,165590
WBLJNPZQ,VMAQSTJE,162544
UQYUIVVR,BSRMSVTC,468536
ELQGMQWE,BEZYMBBT,3122347
OGAFEHLU,BEZYMBBT,3124019
FRHNWLNI,XIPPENFQ,259526
WHPUAOID,FITUEHWN,207240
APQGTRMF,ELQGMQWE,819273
RJCAXSGH,XUOIQPFL,2202878
WQMVCOEM,PLMZALFA,137907
BUZIIBYG,GIKPEWTY,106886
ANWUJOKX,WBLJNPZQ,294556
FCYBOAXC,WBLJNPZQ,122204
UGEQLMXM,LRVGFDFM,2974638
OGAFEHLU,VUAFAIYJ,829810
HCDTGMST,VWMBASNE,234054
ELQGMQWE,ZXERAXWP,166036
SNHYOVBM,FDXPMYGF,140578
JPBRUTWP,PYZMVUWD,135430
XMKRPGLB,BEZYMBBT,3123348
DNMPSKTB,KFQSHBNH,10057041
GMBFCMIU,UGEQLMXM,324126
IGDVVKUD,GYHKIVQT,19266042
LRVGFDFM,FRHNWLNI,904771
SAHWCZNH,RCBZUSIM,143006
QJQJSWFU,QVLMOEYE,1086075
ZGJXVMNI,LTOYKIML,552213
AXULOHBQ,LPHPPJUG,1308138
GIKPEWTY,BUZIIBYG,14526831
KJNSOAHR,ZXERAXWP,149899
QVLMOEYE,IGDVVKUD,151016
DNMPSKTB,VMAQSTJE,154864
LSOIUSXD,BLANHGYY,185901
OKMBFVKS,AXULOHBQ,187450
OXKURKXR,KFQSHBNH,10064857
UGEQLMXM,SNHYOVBM,365119
QSDCUCLB,OKMBFVKS,2021595
BTMOEMEP,ZKENOUDA,493586
TGOELCAG,JERHKLYW,151339
ZKENOUDA,MBSBZBXA,4796113
ATLDMDBO,GMBFCMIU,91236
ATLDMDBO,BLANHGYY,118259
UXSPKBJR,BUZIIBYG,14526211
UXSPKBJR,GYHKIVQT,19265346
DNMPSKTB,BTMOEMEP,14626427
FTSVTTSR,SUOYXCHP,138090
DNMPSKTB,ZXERAXWP,158541
EVBVXETX,UXSPKBJR,603377
OGAFEHLU,QJQJSWFU,253297
FCYBOAXC,LUENUFGA,3337177
VWMBASNE,VUAFAIYJ,829660
KFQSHBNH,XUOIQPFL,2205134
DUCMGGNW,TANNMIMB,137021
QKXNTIIB,AHMDUILJ,226939
XIPPENFQ,AHMDUILJ,230392
JPBRUTWP,DBWLZWNK,280556
BJALXPFS,QJQJSWFU,253147
KJNSOAHR,BUZIIBYG,14507684
WBLJNPZQ,GYHKIVQT,19265707
AANGBULD,OXKURKXR,231526
QJQJSWFU,VWMBASNE,233924
AANGBULD,WPQXWHYO,11582597
JERHKLYW,RAWUKQMJ,3842120
JBVHSUWY,ZXERAXWP,166414
DJBLNPNC,DUCMGGNW,852250
LUENUFGA,WPQXWHYO,11576126
XMKRPGLB,SAAYMURU,165299
JPBRUTWP,ZXERAXWP,159099
UIFPPCLR,ZXERAXWP,166717
QRKRBYJL,BUZIIBYG,14523211
QJQJSWFU,RJGPVEXX,781755
JPBRUTWP,LSOIUSXD,357853
MBSBZBXA,AHMDUILJ,225224
ATLDMDBO,BJALXPFS,186872
BJALXPFS,XUOIQPFL,2210747
QVLMOEYE,UXSPKBJR,610589
GMBFCMIU,BJALXPFS,289968
QJQJSWFU,UXSPKBJR,611821
QJQJSWFU,AANGBULD,589504
GYHKIVQT,JBVHSUWY,471115
DEWLVASR,FTSVTTSR,320276
DBWLZWNK,OKMBFVKS,2021490
LPHPPJUG,SDWAYPIK,5830309
AHMDUILJ,HXYSSRXE,4867638
UXSPKBJR,LUENUFGA,3516617
SAHWCZNH,BJALXPFS,287297
FRHNWLNI,LRVGFDFM,2972828
BEZYMBBT,UIFPPCLR,230371
ZKENOUDA,QRKRBYJL,2307233
ATLDMDBO,WBLJNPZQ,235152
RCBZUSIM,GIKPEWTY,138173
OGAFEHLU,ZKENOUDA,504658
GYHKIVQT,UQYUIVVR,7136432
RJGPVEXX,UGEQLMXM,323095
BJALXPFS,WBLJNPZQ,294423
JPBRUTWP,LPHPPJUG,1300403
YSYHGLQK,OXKURKXR,232228
DEWLVASR,LUENUFGA,3517075
RCBZUSIM,RAWUKQMJ,3842119
AHMDUILJ,GMBFCMIU,137940
UXSPKBJR,LPHPPJUG,1307541
UGEQLMXM,BEZYMBBT,3123896
APQGTRMF,DEWLVASR,562638
CCLHWFWF,SUOYXCHP,103414
VMAQSTJE,SDWAYPIK,5832065
RAWUKQMJ,DEWLVASR,557792
LPHPPJUG,JBVHSUWY,492697
LLHREMKS,BEZYMBBT,3123275
GYHKIVQT,FDXPMYGF,101974
HCDTGMST,DDEXPPXU,151421
DBWLZWNK,OXKURKXR,231930
ROACSLMG,GIKPEWTY,134776
FTSVTTSR,FQCLOEXA,2128964
WQMVCOEM,BLANHGYY,185878
ZKENOUDA,WBLJNPZQ,293817
OKMBFVKS,DNMPSKTB,4925235
SAHWCZNH,ZGJXVMNI,2472063
VMAQSTJE,JPBRUTWP,5696157
JPBRUTWP,RJCAXSGH,4632749
DDEXPPXU,FTSVTTSR,320881
VBYCLTYZ,ELQGMQWE,818641
EVBVXETX,VBYCLTYZ,619026
UXSPKBJR,FITUEHWN,206469
UIFPPCLR,ATLDMDBO,43516996
EVBVXETX,DJBLNPNC,131123
OXKURKXR,XUOIQPFL,2210856
SUOYXCHP,SAAYMURU,165970
UXSPKBJR,BLANHGYY,185150
ZKENOUDA,UGEQLMXM,323347
RCBZUSIM,FRHNWLNI,926098
KEUWZRKO,WQMVCOEM,142014
ELQGMQWE,OXKURKXR,231063
UQYUIVVR,PLMZALFA,135201
ZXERAXWP,FRHNWLNI,926087
FRHNWLNI,BJALXPFS,288596
QRKRBYJL,WQMVCOEM,139900
RJGPVEXX,FRHNWLNI,925466
AHMDUILJ,BSRMSVTC,469852
SUOYXCHP,GIKPEWTY,138190
UIFPPCLR,IGDVVKUD,152457
TGOELCAG,DUCMGGNW,852189
JBVHSUWY,SDWAYPIK,5831800
AHMDUILJ,JPBRUTWP,5696044
DEWLVASR,QVLMOEYE,1085552
FDXPMYGF,AHMDUILJ,230486
QSDCUCLB,DDEXPPXU,151503
GIKPEWTY,PLMZALFA,138192
XUOIQPFL,RJGPVEXX,776952
VBYCLTYZ,WBLJNPZQ,294098
VWMBASNE,ZXERAXWP,166578
ATLDMDBO,FDXPMYGF,93623
ELQGMQWE,CCLHWFWF,15416395
LPHPPJUG,DNMPSKTB,4927217
QKXNTIIB,UQYUIVVR,7140623
RAWUKQMJ,ZKENOUDA,499366
SAAYMURU,FDXPMYGF,140526
BEZYMBBT,YSYHGLQK,138504
RAWUKQMJ,KEUWZRKO,472957
AHMDUILJ,SAHWCZNH,1824703
QSDCUCLB,FRHNWLNI,926108
AHMDUILJ,RCBZUSIM,145548
HXYSSRXE,VWMBASNE,223872
UIFPPCLR,RAWUKQMJ,3842061
XIFHSOWQ,ZXERAXWP,166750
LRVGFDFM,BUZIIBYG,14507244
JPBRUTWP,IGDVVKUD,143516
STZDBITS,OJIFIHMZ,3033309
XMKRPGLB,PYZMVUWD,142599
OKMBFVKS,WBLJNPZQ,291069
ZGJXVMNI,HXYSSRXE,4862935
KEUWZRKO,MIRCVAMV,194043
ZCELVYQU,ANWUJOKX,138184
OXKURKXR,LTOYKIML,556681
LSOIUSXD,XIFHSOWQ,188009
UIFPPCLR,DUCMGGNW,852236
DBWLZWNK,BJALXPFS,289546
AHMDUILJ,YSYHGLQK,144327
FRHNWLNI,UIFPPCLR,236491
XUOIQPFL,WBLJNPZQ,289002
BTMOEMEP,FDXPMYGF,124817
FWUCPMMW,FRHNWLNI,926107
VBYCLTYZ,ZXERAXWP,166423
SAHWCZNH,RAWUKQMJ,3839457
XMKRPGLB,ROACSLMG,2275107
UXSPKBJR,XUOIQPFL,2210114
EVBVXETX,ZGJXVMNI,2467387
DJBLNPNC,CCLHWFWF,15417564
TANNMIMB,ANWUJOKX,138192
WBLJNPZQ,PYZMVUWD,143049
XIIEJNEE,APQGTRMF,172196
GYHKIVQT,PYZMVUWD,101282
RJGPVEXX,PYZMVUWD,142239
FRHNWLNI,UXSPKBJR,609521
JBVHSUWY,UIFPPCLR,237774
ZKENOUDA,OXKURKXR,231704
LPHPPJUG,DEWLVASR,560797
WHPUAOID,XIIEJNEE,178218
GIKPEWTY,WQMVCOEM,142624
FDXPMYGF,SAHWCZNH,1824954
SDWAYPIK,ZXERAXWP,161777
OXKURKXR,VMAQSTJE,162689
GMBFCMIU,APQGTRMF,172196
XIPPENFQ,RAWUKQMJ,3842019
HXYSSRXE,WQMVCOEM,134263
HXYSSRXE,WPQXWHYO,11572125
DNMPSKTB,PYZMVUWD,134190
ZGJXVMNI,DUCMGGNW,846546
CCLHWFWF,QVLMOEYE,1021375
JSLXRQOK,YSYHGLQK,144453
HXYSSRXE,BJALXPFS,280138
RAWUKQMJ,BJALXPFS,284999
BEZYMBBT,DEWLVASR,556084
DBWLZWNK,DUCMGGNW,851867
RJGPVEXX,NAQIHUKZ,137408
QJQJSWFU,BEZYMBBT,3123797
FRHNWLNI,QVLMOEYE,1083932
NAQIHUKZ,OKMBFVKS,2021595
ZGJXVMNI,JBVHSUWY,490122
JERHKLYW,LTOYKIML,556869
VWMBASNE,ZKENOUDA,503784
ZXERAXWP,AANGBULD,589550
NZKBIBNU,ZKENOUDA,504306
OJIFIHMZ,FTSVTTSR,319346
NAQIHUKZ,RJCAXSGH,4640815
ZGJXVMNI,PYZMVUWD,138439
DJBLNPNC,FRHNWLNI,926108
KJNSOAHR,GMBFCMIU,124232
EVBVXETX,BUZIIBYG,14518175
RCBZUSIM,JBVHSUWY,494927
RAWUKQMJ,RJGPVEXX,776685
BEZYMBBT,QVLMOEYE,1081377
LSOIUSXD,DNMPSKTB,4928648
FDXPMYGF,FQCLOEXA,2129156
ATLDMDBO,XIIEJNEE,118838
HXYSSRXE,UIFPPCLR,227350
MBSBZBXA,TGOELCAG,351449
FDXPMYGF,CCLHWFWF,15417563
XUOIQPFL,HXYSSRXE,4861439
DEWLVASR,VWMBASNE,233421
UQYUIVVR,AHMDUILJ,229042
HXYSSRXE,QSDCUCLB,127684
BJALXPFS,ZGJXVMNI,2474435
AANGBULD,DDEXPPXU,151503
